headline,section,locations,word_count,snippet,source,subjects,url,desk,date,type,id
Labor Market Data Suggest Economy Strengthening,Business Day,[],582,"The number of Americans filing new claims for unemployment benefits last week fell and planned layoffs hit a 13-1/2 year low in December, adding to a range of data that have suggested the economy is gaining steam.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-usa-economy-jobless.html,,2014-01-09,News,52cea51a38f0d817992904bf
ECB Says Determined to Prevent Too Low Inflation,Business Day,[],700,"The European Central Bank said on Thursday it was determined to use all available tools to prevent inflation falling too low, but left interest rates unchanged despite price rises slowing further into a ""danger zone"" below 1 percent.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-ecb-rates-inflation.html,,2014-01-09,News,52ceab7538f0d817992904d5
U.S. Automakers Call for Currency Rule in Pacific Trade Pact,Business Day,[],450,American automakers on Thursday pushed for rules against currency manipulation to be included in an ambitious trade pact being negotiated between the United States and 11 other Pacific Rim countries.,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-usa-trade-currencies.html,,2014-01-09,News,52cebaeb38f0d81799290503
Czech President Says He Will Appoint New PM Within Days,World,[],695,"Czech President Milos Zeman will appoint Social Democrat leader Bohuslav Sobotka as prime minister within days, he told Reuters on Thursday, opening the way for a centre-left coalition to try to revive the economy after months of political stalemate.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/world/europe/09reuters-czech-president.html,,2014-01-09,News,52cebd0538f0d81799290508
"Growth, ECB Outlook Fuel Demand for Spain, Portugal Debt",Business Day,[],718,Investors snapped up Spanish bonds at Madrid's first 2014 sale on Thursday and showed strong interest in an offering of Portuguese debt as an improved economic outlook fed demand for higher-yielding euro zone bonds.,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-markets-bonds-europe.html,,2014-01-09,News,52cebf2238f0d8179929050e
Nigerian Army Says Kills 38 Islamists in Northeast,World,[],282,"Nigerian troops killed 38 Islamist militants and lost one soldier on Thursday when they repelled an attack by Boko Haram insurgents on a military camp in the northeast, the army said.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/world/africa/09reuters-nigeria-bokoharam.html,,2014-01-09,News,52cecb2038f0d81799290530
U.S. Labour Market Data Suggest Economy Strengthening,Business Day,[],582,"The number of Americans filing new claims for unemployment benefits last week fell and planned layoffs hit a 13-1/2 year low in December, adding to a range of data that have suggested the economy is gaining steam.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-usa-economy.html,,2014-01-09,News,52cecd3a38f0d81799290536
Rolls-Royce Motor Confident of Another Strong Year as Bling Hits the Road,Business Day,[],672,"As Rolls-Royce delivered its fourth straight annual sales record on Thursday, the head of the luxury British car maker had a few predictions for 2014 - less bling, greater demand for customization, and more women buyers.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-rollsroyce-sales.html,,2014-01-09,News,52cee95238f0d8359e12ce02
U.S. Lawmakers Propose Fast-Track Bill for Trade Agreements,U.S.,[],815,U.S. lawmakers on Thursday proposed a bill to give the White House power to fast-track international trade agreements as the United States gears up for a hectic year of trade negotiations.,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/us/politics/09reuters-usa-trade-congress.html,,2014-01-09,News,52cef27938f0d8359e12ce23
Senators Look to Revive Climate Debate in U.S. Congress,U.S.,[],530,Two of the U.S. Senate's biggest environmental boosters have launched a drive to revive the issue of climate change in Congress and defend President Barack Obama's climate action plan against opposition from Republicans.,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/us/politics/09reuters-usa-congress-climate.html,,2014-01-09,News,52cf06d438f0d8359e12ce65
Bernanke Gives Upbeat Assessment of Economy to U.S. Senators,Business Day,[],511,"Federal Reserve Chairman Ben Bernanke on Thursday offered an optimistic view on the U.S. economy's prospects to Democratic senators, but warned that ""tough decisions"" were ahead on dealing with long-term budget deficits and healthcare costs,...",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-usa-congress-bernanke.html,,2014-01-09,News,52cf0a5b38f0d8359e12ce6e
Indian Envoy Leaves U.S. in Deal to Calm Diplomatic Row,World,[],1041,An Indian diplomat whose arrest and strip-search caused a major rift in U.S.-Indian ties was effectively expelled from the United States on Thursday as part of a deal in which she was granted diplomatic immunity from charges of visa fraud and lying...,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/world/asia/09reuters-india-usa-diplomat.html,,2014-01-09,News,52cf122838f0d8359e12ce8d
Alcoa Reports Big Loss After Impairment Charge,Business Day,[],619,Alcoa Inc reported a massive quarterly loss on Thursday after recent declines in aluminium prices led to a $1.7 billion non-cash impairment charge on smelter acquisitions.,Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-alcoa-results.html,,2014-01-09,News,52cf17b738f0d8359e12ceb0
"As Bangkok 'Shutdown' Looms, Thailand's 'Teflon' Economy Put to the Test",Business Day,[],1011,"It has been nicknamed ""Teflon Thailand"" - an economy seemingly impervious to any lasting effects from regular spasms of violent political unrest.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-thailand-economy.html,,2014-01-09,News,52cf1e1d38f0d8359e12ced1
UK Retail Sales Growth Slows in December-BRC,Business Day,[],340,"British retail sales growth slowed in December despite signs of strong consumer confidence, industry data showed on Friday, raising questions about the durability of the recovery.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-britain-retail-brc.html,,2014-01-09,News,52cf3c4c38f0d8359e12cf55
UK Construction Firms See Record Growth in Workloads-RICS,Business Day,[],232,"British construction firms saw record growth in work in the last three months of 2013 and expect similarly strong growth in 2014, an industry survey showed on Friday, giving hope for ongoing economic recovery.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-britain-construction-rics.html,,2014-01-09,News,52cf3c5338f0d8359e12cf56
"China December Export Growth Slows, Rosier 2014 Seen",Business Day,[],641,"China's export growth slowed more than expected in December due to a higher comparison base a year earlier and a clamp-down on speculative activities disguised as export deals, missing the official target on foreign trade.",Reuters,[],http://www.nytimes.com/reuters/2014/01/09/business/09reuters-china-economy-trade.html,,2014-01-09,News,52cf672938f0d8359e12cfde
Japan Machinery Orders Seen Higher as Capex Recovery Takes Hold,Business Day,[],550,"A leading indicator of capital expenditure in Japan is expected to grow at a faster pace in November, a Reuters survey showed, in a sign that companies are now ramping up investment to meet strong domestic demand.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-japan-economy-machinery.html,,2014-01-10,News,52cf8d2138f0d8359e12d03a
India's Main Opposition Party Debates Scrapping Income Tax as Poll Nears,Business Day,[],541,"India's main opposition party is considering a measure to scrap, or reduce, income tax as a plank in an election manifesto designed to win over crucial middle-class and urban voters before a national election due by May.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-india-elections-bjp.html,,2014-01-10,News,52cfa67238f0d8359e12d066
Cineworld Doubles in Size to Become New Europe Cinema Mogul,Business Day,[],548,"British cinema operator Cineworld Group said it would buy Poland-based Cinema City International's movie theatre business, doubling the number of its cinemas to create the second largest chain in Europe.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-cci-acquisition-cineworld.html,,2014-01-10,News,52cfa72c38f0d8359e12d068
China trade data points to a slow start for 2014,Multimedia/Photos,[],34,"China's closely watched trade data lends weight to a picture of an economy slowing at the end of 2013, but also hints that consumers could pick up more of the slack. Tara Joseph reports.",Reuters,[],http://www.nytimes.com/video/multimedia/100000002642540/china-trade-data-points-to-a-slow-start-for-2014.html,Multimedia/Photos,2014-01-10,Video,52cfa6af38f0d8359e12d067
"As Bangkok 'Shutdown' Looms, Thailand's 'Teflon' Economy Put to the Test",Business Day,[],1011,"It has been nicknamed ""Teflon Thailand"" - an economy seemingly impervious to any lasting effects from regular spasms of violent political unrest.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-thailand-economy.html,,2014-01-10,News,52cfab5b38f0d8359e12d072
U.S. to Withdraw Diplomat at India's Request as Dispute Festers,World,[],931,The United States said on Friday it would withdraw one of its diplomats from New Delhi at India's request after Washington effectively expelled an Indian envoy at the center of a dispute between the allies.,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/asia/10reuters-india-usa-diplomat.html,,2014-01-10,News,52cfad7838f0d8359e12d076
"China Commodity Imports Robust in 2013, but Reforms Sap Demand-Growth",Business Day,[],837,"Chinese commodity imports rose strongly in 2013, with coal and iron ore climbing more than 10 percent, but efforts to reform the world's No.2 economy are already taking the steam out of demand and are likely to drag this year.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-china-trade-commodities.html,,2014-01-10,News,52cfb48238f0d8359e12d080
China Presses Listed Banks for New Risk Disclosures,Business Day,[],354,"China's securities regulator will require the country's listed banks to increase disclosure of off-balance-sheet exposure, asset quality and other risk indicators, in a move to increase market discipline and temper banks' expansion into risky new...",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-china-banks.html,,2014-01-10,News,52cfb8b738f0d8359e12d08a
"French Economy Rebounded in Late 2013, Figures Suggest",Business Day,[],344,"French GDP is likely to have grown strongly in the final quarter of last year and industrial output surged in November, figures showed on Friday, marking a welcome turnaround for the euro zone's second largest economy.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-france-economy.html,,2014-01-10,News,52cfbc3c38f0d8359e12d091
German Coalition Partners Clash on Work-Life Balance,World,[],564,Germany's new Social Democrat (SPD) family minister has angered Chancellor Angela Merkel's conservatives with a proposal to cut the working week for parents of small children to 32 hours while guaranteeing them no cut in pay.,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/europe/10reuters-germany-parents-pay.html,,2014-01-10,News,52cfbcf538f0d8359e12d093
Indonesia Braces for Impact of Mineral Export Ban,Business Day,[],623,Indonesia's government was scrambling to pass last-minute regulations to limit the impact of a controversial ban that could halt billions of dollars worth of unprocessed mineral ore exports from Sunday.,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-indonesia-minerals-finmin.html,,2014-01-10,News,52cfbe5d38f0d8359e12d095
Trio of Weaker Data Reports Takes Shine Off UK Recovery,Business Day,[],644,"Britain's economic recovery got a ""reality check"" on Friday when data showed weaker-than-expected manufacturing output, a sharp fall in the construction sector, and a slowdown in retail sales growth.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-britain-economy-manufacturing.html,,2014-01-10,News,52cfbf0b38f0d8359e12d098
Swiss Prices Rise for Second Month in a Row in December,Business Day,[],302,"Swiss annual inflation hovered in positive territory for the second month running in December, official data showed on Friday, underscoring the success of the Swiss National Bank's policy of capping the franc to ward off deflation.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-swiss-economy-cpi.html,,2014-01-10,News,52cfc56c38f0d8359e12d0c1
"Exclusive: Iran, Russia Negotiating Big Oil-For-Goods Deal",World,[],661,"Iran and Russia are negotiating an oil-for-goods swap worth $1.5 billion a month that would enable Iran to lift oil exports substantially, undermining Western sanctions that helped persuade Tehran in November to agree to a preliminary deal to curb...",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/middleeast/10reuters-iran-russia-oil.html,,2014-01-10,News,52cfc8e638f0d8359e12d0c8
"Exclusive-Iran, Russia Negotiating Big Oil-For-Goods Deal",World,[],516,"Iran and Russia are negotiating an oil-for-goods swap worth $1.5 billion a month that would let Iran lift oil exports substantially, in defiance of Western sanctions that helped force Tehran to agree a preliminary deal to end its nuclear programme.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/middleeast/10reuters-iran-russia-oil-exclusive.html,,2014-01-10,News,52cfc8ec38f0d8359e12d0ca
U.S. Job Growth Falters as Cold Weather Grips Nation,Business Day,[],891,"U.S. employers hired the fewest workers in nearly three years in December, but the setback was likely to be temporary amid signs that unusually cold weather may have had an impact.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-usa-economy.html,,2014-01-10,News,52cfd4e838f0d8359e12d0de
Euro Zone Economy Shrank 0.3 Percent Year on Year in Third Quarter-Eurostat,Business Day,[],81,"The euro zone economy shrank 0.3 percent year on year in the third quarter, less than the 0.4 percent contraction estimated earlier, the European Union's Statistics Office said on Friday in its third and final revision of the data.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-eurozone-gdp-revision.html,,2014-01-10,News,52cfe39d38f0d8359e12d100
Regulators to Ease Bank Rule to Help Economic Recovery,Business Day,[],464,"Global regulators will make it easier for lenders to feed credit to the economy by relaxing a new rule on Sunday designed to limit risk on banks balance sheets, regulatory and banking industry sources said.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-g20-basel-leverage.html,,2014-01-10,News,52cfe72738f0d8359e12d10a
"S&P Ends Up, Led by Defensive Stocks; Earnings in Play",Business Day,[],697,"The S&amp;P 500 and the Nasdaq ended modestly higher on Friday, led by gains in defensive names after a weaker-than-expected payrolls report raised new questions about both the strength of the economy and the aggressiveness of Federal Reserve...",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-markets-stocks.html,,2014-01-10,News,52cfeaa838f0d8359e12d114
Indonesia's Anti-Graft Agency Arrests Ex-Chairman of Ruling Party,World,[],302,"Indonesia's anti-graft agency arrested a former senior member of President Susilo Bambang Yudhoyono's party on Friday, in a long-running case that has damaged the ruling party's popularity ahead of elections.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/asia/10reuters-indonesia-corruption.html,,2014-01-10,News,52cff04938f0d8359e12d121
British Economy Grew at Fastest Pace Last Year Since 2007-NIESR,Business Day,[],258,"Britain's economy grew at its fastest pace since 2007 last year, despite a slight slowdown in growth in the final three months, a leading economic research body estimated on Friday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-britain-economy-niesr.html,,2014-01-10,News,52d010a238f0d8359e12d171
"Obama Moves to Fill Fed Board, Taps Fischer to Be No. 2",Business Day,[],854,"President Barack Obama on Friday nominated former Bank of Israel Governor Stanley Fischer to be vice chairman of the Federal Reserve, and tapped two others to round out the U.S. central bank's top ranks just as it begins winding down its historic...",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-usa-fed-fischer.html,,2014-01-10,News,52d012bb38f0d8359e12d179
France's Montebourg Presses Alcatel-Lucent to Reduce Job Cuts,Technology,[],394,France's industry minister pressed struggling telecoms company Alcatel-Lucent on Friday to cut fewer jobs as part of a restructuring aimed at stemming years of losses.,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/technology/10reuters-france-alcatel.html,,2014-01-10,News,52d025be38f0d8359e12d1c2
France perking up?,Multimedia/Photos,[],57,Allegations of an affair between French President Francois Hollande and film actress Julie Gayet are spicing up the gossip columns of Paris - but piling more pressure on a difficult presidency.  But Hollande might take some comfort from the latest...,Reuters,[],http://www.nytimes.com/video/multimedia/100000002643067/france-perking-up.html,Multimedia/Photos,2014-01-10,Video,52d02c4438f0d813df3a7855
Nigeria to Free 167 Detained in Islamist Insurgency,World,[],222,"Nigerian President Goodluck Jonathan has ordered the release of 167 people who were arrested during a military campaign to end an Islamist insurgency in the northeast, the ministry of defense said on Friday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/africa/10reuters-nigeria-bokoharam.html,,2014-01-10,News,52d02e3838f0d813df3a785a
Britain's Cameron Accused of Grandstanding Over EU Membership Vote,World,[],432,British Prime Minister David Cameron was accused on Friday of grandstanding to anti-Europe voters and caving in to euro-skeptic party members with his backing for a referendum on European Union membership.,Reuters,[],http://www.nytimes.com/reuters/2014/01/10/world/europe/10reuters-britain-europe-referendum.html,,2014-01-10,News,52d02f8d38f0d813df3a7861
Inflation the 'Wildcard' This Year: U.S. Fed's Bullard,Business Day,[],215,"Persistently weak inflation in the United States is the ""wildcard"" for the Federal Reserve this year, a top Fed official said on Friday even as he forecast a rise in consumer prices.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-usa-fed-bullard.html,,2014-01-10,News,52d0375638f0d813df3a7883
Italy Fashion Industry Back to Growth in 2014-Trade Bodies,Business Day,[],562,"Italian fashion exports should spur the industry back to growth in 2014 after two years in decline, the national chamber of fashion says, as Milan prepares to kick off the first of its biannual menswear shows on Saturday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-italy-fashion-growth.html,,2014-01-10,News,52d0428b38f0d813df3a78ad
Weak Jobs Growth Unlikely to Derail QE Cuts: Fed Officials,Business Day,[],737,"Another cut to bond purchases appears in the offing this month despite data that showed U.S. jobs growth slowed sharply in December, two top Federal Reserve officials said on Friday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-usa-fed.html,,2014-01-10,News,52d0601338f0d813df3a791f
Germany Took on Less New Debt Than Planned in 2013-Schaeuble in Newspaper,Business Day,[],162,"Germany definitely took on less new debt in 2013 than the 25.1 billion euros planned despite financing a flood aid fund after severe flooding last year, Finance Minister Wolfgang Schaeuble told German newspaper Rheinische Post.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-germany-debt.html,,2014-01-10,News,52d06b5138f0d813df3a794c
"For Stocks, Earnings Take Center Stage",Business Day,[],798,"After the S&amp;P 500's impressive 30 percent return in 2013, Wall Street will get a better picture of reality next week as the pace of companies reporting earnings picks up.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-usa-stocks-weekahead.html,,2014-01-10,News,52d07f0d38f0d813df3a7996
Fed's Plans to Taper Unshaken by Bad Jobs Report: Economists,Business Day,[],583,"The U.S. Federal Reserve is set to announce another $10 billion cut to its $75 billion in monthly asset purchases in January and shut down the program by year-end, despite a shockingly poor jobs report for December, a Reuters poll showed.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-fed-rates.html,,2014-01-10,News,52d0833b38f0d813df3a79a4
China's Ambitious Handset Makers Face Tough Sell in U.S.,Technology,[],1243,"LG Electronics executive Frank Lee bounded onto a Las Vegas stage this week to show off a new phone for the U.S. market, the 6-inch G-Flex, which boasts a curved screen.",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/technology/10reuters-ces-china-handsets.html,,2014-01-10,News,52d0877738f0d813df3a79ac
"As Automakers Use More Aluminum, Can Providers Expand Fast Enough?",Business Day,[],883,"With automakers' demand for aluminum growing explosively as they seek to improve fuel efficiency, aluminum providers are selling out their automotive capacity almost as fast as they can build new plants, raising the question of whether some car...",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/business/10reuters-autoshow-aluminum.html,,2014-01-10,News,52d08fe238f0d813df3a79bd
White House Weighs In on Jimmy Kimmel China Controversy,Arts,[],284,"The White House has weighed in on a petition calling for the government to crack down on ""Jimmy Kimmel Live,"" a television talk show that sparked a furor in China in October with a joke about killing Chinese people to avoid paying down U.S. debt to...",Reuters,[],http://www.nytimes.com/reuters/2014/01/10/arts/10reuters-china-talkshow-whitehouse.html,,2014-01-10,News,52d0bac338f0d813df3a7a14
Lithuania Must Show Sustainable Public Finances to Adopt Euro: EC,Business Day,[],471,"Lithuania must demonstrate its public finances are sustainable in the medium term to win approval to adopt the euro in 2015, Olli Rehn, the European commissioner in charge of economic and monetary affairs, said on Saturday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/11/business/11reuters-lithuania-euro.html,,2014-01-11,News,52d1427938f0d813df3a7adf
"Facing Tough Elections, South Africa's Zuma Vows to Crush Corruption",World,[],766,"South African President Jacob Zuma announced a crackdown on corruption on Saturday, presenting his ruling ANC's manifesto for elections this year that will give the party its toughest political test since the end of apartheid.",Reuters,[],http://www.nytimes.com/reuters/2014/01/11/world/africa/11reuters-safrica-anc.html,,2014-01-11,News,52d160b538f0d813df3a7b0a
U.S. Profits Could Bounce in 2014 if Economy Gains Steam,Business Day,[],806,"A more robust U.S. economy could lift 2014 profits and boost corporate spending, giving some comfort to investors worried about bloated stock prices.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-usa-earnings-year.html,,2014-01-12,News,52d2389438f0d8259e3e9205
Thai Protesters Start Bangkok 'Shutdown' in Bid to Topple PM,World,[],931,"Thousands of anti-government protesters began a blockade at major intersections in Bangkok on Monday as they sought to paralyze Thailand's capital, stepping up pressure on Prime Minister Yingluck Shinawatra to resign.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/asia/12reuters-thailand-protest.html,,2014-01-12,News,52d2453b38f0d8259e3e920a
U.N. Watchdog Eyes Increased Iran Presence to Verify Nuclear Deal,World,[],784,"The U.N. atomic watchdog is considering increasing its presence in Iran to better handle an extra workload in verifying Tehran is carrying out a deal with world powers to curb its nuclear program, diplomats said.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/middleeast/12reuters-iran-nuclear-iaea.html,,2014-01-12,News,52d2512c38f0d8259e3e9212
Insight: Italian Home Base Hampers Sofa King Natuzzi,Business Day,[],1346,"From this hilltop town on the heel of Italy's boot, Pasquale Natuzzi has built an eponymous furniture company that is one of the country's most global brands. It sells sofa beds from Dallas to New Delhi and is one of a handful of Italian companies...",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-italy-natuzzi-insight.html,,2014-01-12,News,52d28ad738f0d8259e3e926a
Demoralized Cairo Slum Longs for Army Chief as President,World,[],923,"When an uprising ousted autocrat Hosni Mubarak in 2011, Egyptians in the impoverished Cairo neighborhood of Imbaba rejoiced.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/middleeast/12reuters-egypt-referendum-imbaba.html,,2014-01-12,News,52d28c3d38f0d8259e3e926e
"Deezer in Talks With Samsung, Dailymotion With Microsoft-Paper",Business Day,[],267,"French online music group Deezer is studying a commercial and industrial agreement with Korean electronics group Samsung Electronics Co Ltd, which might also take a stake in its capital, a French weekly said.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-deezer-dailymotion-france.html,,2014-01-12,News,52d29d1b38f0d8259e3e9281
France's Hollande Has Tight Window to Step Up Reform Pace,World,[],930,The coming weeks will tell whether Francois Hollande can pick up the pieces of his accident-prone presidency and start to pull the euro zone's second-largest economy out of decline. It may be his last chance to do so.,Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/europe/12reuters-france-hollande.html,,2014-01-12,News,52d29e8d38f0d8259e3e9283
"Saudi British Bank Fourth Quarter Net Profit Jumps 20 Percent, Beating Forecasts",Business Day,[],340,"Saudi British Bank (SABB), Saudi Arabia's fourth-largest listed bank, said its fourth-quarter net profit rose 20 percent over the same period of 2012, beating analyst expectations.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-saudi-sabb-results.html,,2014-01-12,News,52d2a37438f0d8259e3e928e
French First Lady in Hospital After Reports of Hollande Affair,World,[],668,"French first lady Valerie Trierweiler has been admitted to hospital following reports of an affair between President Francois Hollande and an actress, but will be discharged on Monday, sources said on Sunday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/europe/12reuters-france-firstlady.html,,2014-01-12,News,52d2b17e38f0d8259e3e92a9
French First Lady in Hospital After Reports of Hollande Affair,World,[],668,"French first lady Valerie Trierweiler has been admitted to hospital following reports of an affair between President Francois Hollande and an actress, but will be discharged on Monday, sources said on Sunday.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/europe/12reuters-france-first-lady.html,,2014-01-12,News,52d2b9f738f0d8259e3e92b4
Italy's Renzi Ratchets Up Pressure on PM Letta Over Reforms,World,[],447,"Italy's center-left leader Matteo Renzi said the next two weeks will be ""decisive"" for Prime Minister Enrico Letta's government, which has so far struggled to make incisive reforms.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/world/europe/12reuters-italy-politics.html,,2014-01-12,News,52d2c5e838f0d8259e3e92cd
Sexy Performance Meets 'Green' Ethic at Detroit Auto Show,Business Day,[],767,"To look over the roster of racy new and future vehicles at the 2014 North American International Auto Show here, the initial impression is that U.S., European and Asian automakers want to turn back the clock to a time when performance and speed...",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-autoshow-detroit.html,,2014-01-12,News,52d2d99538f0d825af3155a8
Regulators Ease New Bank Rule on Leverage to Aid Economy,Business Day,[],771,"Global banking regulators agreed on Sunday to ease the way a new rule, meant to rein in risky balance sheets from 2018, is compiled to try to avoid crimping financing for the world's economy.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-basel-banks.html,,2014-01-12,News,52d2e7a838f0d825af3155bd
"India Inflation Probably Eased in December, Thanks to Lower Food Prices",Business Day,[],653,"India's stubbornly high inflation finally appears to be slowing down following a cooling in vegetable prices, bringing some relief to the ruling Congress party which is struggling to win back voters ahead of a national election due by May.",Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-india-economy-inflation.html,,2014-01-12,News,52d30b7f38f0d825af3155f2
"Asian Shares Mostly Firmer, Gold Hits One-Month High",Business Day,[],661,Asian shares and currencies were mostly firmer on Monday in the wake of surprisingly weak U.S. jobs numbers that revived speculation the Federal Reserve could keep policy loose for longer.,Reuters,[],http://www.nytimes.com/reuters/2014/01/12/business/12reuters-markets-global.html,,2014-01-12,News,52d34ced38f0d825af31567a
"Ford's Bet on F-150 Reflects New Tech, Mulally's Imprint",Business Day,[],748,"Peter Reyes recalls that 15 years ago, it took nine months for Ford Motor Co to make two possible designs for a vehicle frame. Now, the chief engineer of the revamped F-150 pickup truck says he can create 100 different examples in that time.",Reuters,[],http://www.nytimes.com/reuters/2014/01/13/business/13reuters-autoshow-detroit-ford-trucks.html,,2014-01-13,News,52d3745138f0d825af315733
Japanese Stocks Tumble as Yen Hits Four-Week High,Business Day,[],667,"Asian shares came under pressure on Tuesday, with Japanese stocks tumbling more than 2 percent as the yen hit a four-week high against the dollar after last week's surprisingly weak jobs report raised concerns about the U.S. growth outlook.",Reuters,[],http://www.nytimes.com/reuters/2014/01/13/business/13reuters-markets-global.html,,2014-01-13,News,52d3745538f0d825af315734
Wave of China IPO Suspensions in Setback for Reforms,Business Day,[],1011,"Five Chinese companies said on Monday they were postponing initial public offerings (IPOs), in a blow to Beijing's reformist drive to give market forces a ""decisive"" role in the country's stock exchanges.",Reuters,[],http://www.nytimes.com/reuters/2014/01/13/business/13reuters-china-ipos.html,,2014-01-13,News,52d3793238f0d825af315742
Dubai Ruler Calls for Iran Sanctions to Be Lifted: BBC,World,[],636,"The ruler of Dubai, a Gulf trade and investment hub with strong links to Iran, said in remarks broadcast on Monday that the international community should ease sanctions on the Islamic Republic.",Reuters,[],http://www.nytimes.com/reuters/2014/01/13/world/middleeast/13reuters-iran-dubai-sanctions.html,,2014-01-13,News,52d37d6c38f0d825af31574d
Britain Promises to Honor All State Debt as Scottish Vote Approaches,World,[],744,Britain sought on Monday to reassure bondholders by promising to honor all 1.2 trillion pounds ($2.2 trillion) of UK government debt regardless of whether Scots vote for independence in a referendum this year.,Reuters,[],http://www.nytimes.com/reuters/2014/01/13/world/europe/13reuters-britain-scotland-debt.html,,2014-01-13,News,52d3a1ff38f0d825af31578c
Insight: Gold Mine Stirs Hope and Anger in Shattered Greece,World,[],1337,A Canadian quest to mine for gold in the lush forests of northern Greece is testing the government's resolve to prove Europe's most ravaged economy is open again for business.,Reuters,[],http://www.nytimes.com/reuters/2014/01/13/world/europe/13reuters-greece-gold-insight.html,,2014-01-13,News,52d3a36138f0d825af31578f
Banks Help FTSE Rises to Two-Month Closing High on Easier Rules,Business Day,[],523,A rally in banking shares helped Britain's FTSE 100 rise to a two-month closing high on Monday as investors welcomed the prospect of lighter rules on leverage for the sector.,Reuters,[],http://www.nytimes.com/reuters/2014/01/13/business/13reuters-markets-britain-stocks.html,,2014-01-13,News,52d3a9b638f0d825af31579d
