DATE,,,,IC4WSA,,
3,1,2008,,345500,,
3,8,2008,,346500,,
3,15,2008,,354000,,
3,22,2008,,357500,,
3,29,2008,,368000,,
4,5,2008,,369500,,
4,12,2008,,368500,,
4,19,2008,,363750,,
4,26,2008,,359500,,
5,3,2008,,363500,,
5,10,2008,,363750,,
5,17,2008,,368250,,
5,24,2008,,368000,,
5,31,2008,,366000,,
6,7,2008,,370000,,
6,14,2008,,372750,,
6,21,2008,,375750,,
6,28,2008,,383250,,
7,5,2008,,380500,,
7,12,2008,,382250,,
7,19,2008,,387500,,
7,26,2008,,398000,,
8,2,2008,,417250,,
8,9,2008,,428500,,
8,16,2008,,434000,,
8,23,2008,,430750,,
8,30,2008,,429250,,
9,6,2008,,432000,,
9,13,2008,,438250,,
9,20,2008,,453750,,
9,27,2008,,464000,,
10,4,2008,,474250,,
10,11,2008,,477250,,
10,18,2008,,476000,,
10,25,2008,,475250,,
11,1,2008,,477250,,
11,8,2008,,490000,,
11,15,2008,,504500,,
11,22,2008,,517500,,
11,29,2008,,527250,,
12,6,2008,,541750,,
12,13,2008,,549250,,
12,20,2008,,563000,,
12,27,2008,,564000,,
1,3,2009,,547250,,
1,10,2009,,543500,,
1,17,2009,,544500,,
1,24,2009,,557750,,
1,31,2009,,589250,,
2,7,2009,,610750,,
2,14,2009,,621000,,
2,21,2009,,638250,,
2,28,2009,,644000,,
3,7,2009,,649750,,
3,14,2009,,654500,,
3,21,2009,,656000,,
3,28,2009,,659250,,
4,4,2009,,657500,,
4,11,2009,,644500,,
4,18,2009,,639000,,
4,25,2009,,627750,,
5,2,2009,,615000,,
5,9,2009,,621500,,
5,16,2009,,616750,,
5,23,2009,,613250,,
5,30,2009,,614500,,
6,6,2009,,607250,,
6,13,2009,,601000,,
6,20,2009,,601500,,
6,27,2009,,598250,,
7,4,2009,,592500,,
7,11,2009,,580250,,
7,18,2009,,568250,,
7,25,2009,,566500,,
8,1,2009,,562000,,
8,8,2009,,564250,,
8,15,2009,,564750,,
8,22,2009,,558000,,
8,29,2009,,560250,,
9,5,2009,,561000,,
9,12,2009,,556000,,
9,19,2009,,550000,,
9,26,2009,,547500,,
10,3,2009,,541250,,
10,10,2009,,533500,,
10,17,2009,,532250,,
10,24,2009,,526250,,
10,31,2009,,523500,,
11,7,2009,,523750,,
11,14,2009,,517750,,
11,21,2009,,505750,,
11,28,2009,,494000,,
12,5,2009,,490250,,
12,12,2009,,488000,,
12,19,2009,,487250,,
12,26,2009,,485500,,
1,2,2010,,475250,,
1,9,2010,,468000,,
1,16,2010,,475000,,
1,23,2010,,475750,,
1,30,2010,,485750,,
2,6,2010,,485000,,
2,13,2010,,480500,,
2,20,2010,,487750,,
2,27,2010,,485750,,
3,6,2010,,487250,,
3,13,2010,,484500,,
3,20,2010,,477500,,
3,27,2010,,470250,,
4,3,2010,,472000,,
4,10,2010,,472250,,
4,17,2010,,471500,,
4,24,2010,,469000,,
5,1,2010,,462000,,
5,8,2010,,455000,,
5,15,2010,,456250,,
5,22,2010,,459750,,
5,29,2010,,461500,,
6,5,2010,,463500,,
6,12,2010,,461750,,
6,19,2010,,459000,,
6,26,2010,,460500,,
7,3,2010,,459250,,
7,10,2010,,452250,,
7,17,2010,,454750,,
7,24,2010,,455000,,
7,31,2010,,460500,,
8,7,2010,,471500,,
8,14,2010,,477500,,
8,21,2010,,477250,,
8,28,2010,,475000,,
9,4,2010,,467250,,
9,11,2010,,456750,,
9,18,2010,,455500,,
9,25,2010,,453500,,
10,2,2010,,452000,,
10,9,2010,,455750,,
10,16,2010,,452000,,
10,23,2010,,445250,,
10,30,2010,,447000,,
11,6,2010,,440750,,
11,13,2010,,437750,,
11,20,2010,,431500,,
11,27,2010,,426250,,
12,4,2010,,424750,,
12,11,2010,,423000,,
12,18,2010,,427250,,
12,25,2010,,420250,,
1,1,2011,,416500,,
1,8,2011,,418750,,
1,15,2011,,418000,,
1,22,2011,,428500,,
1,29,2011,,430250,,
2,5,2011,,422250,,
2,12,2011,,423250,,
2,19,2011,,410250,,
2,26,2011,,401500,,
3,5,2011,,404500,,
3,12,2011,,399250,,
3,19,2011,,402500,,
3,26,2011,,406000,,
4,2,2011,,401250,,
4,9,2011,,404250,,
4,16,2011,,403000,,
4,23,2011,,408750,,
4,30,2011,,427000,,
5,7,2011,,431750,,
5,14,2011,,434750,,
5,21,2011,,435000,,
5,28,2011,,422500,,
6,4,2011,,419500,,
6,11,2011,,419250,,
6,18,2011,,417500,,
6,25,2011,,418250,,
7,2,2011,,417000,,
7,9,2011,,415750,,
7,16,2011,,416750,,
7,23,2011,,414250,,
7,30,2011,,411250,,
8,6,2011,,410500,,
8,13,2011,,407750,,
8,20,2011,,408750,,
8,27,2011,,409500,,
9,3,2011,,411750,,
9,10,2011,,416750,,
9,17,2011,,418500,,
9,24,2011,,417750,,
10,1,2011,,415500,,
10,8,2011,,410750,,
10,15,2011,,404000,,
10,22,2011,,403250,,
10,29,2011,,401750,,
11,5,2011,,397250,,
11,12,2011,,394250,,
11,19,2011,,389750,,
11,26,2011,,389250,,
12,3,2011,,388000,,
12,10,2011,,384250,,
12,17,2011,,380000,,
12,24,2011,,377250,,
12,31,2011,,374500,,
1,7,2012,,380250,,
1,14,2012,,379500,,
1,21,2012,,378500,,
1,28,2012,,377500,,
2,4,2012,,371750,,
2,11,2012,,370000,,
2,18,2012,,364000,,
2,25,2012,,362000,,
3,3,2012,,363250,,
3,10,2012,,365750,,
3,17,2012,,367750,,
3,24,2012,,367500,,
3,31,2012,,363500,,
4,7,2012,,368000,,
4,14,2012,,371000,,
4,21,2012,,376500,,
4,28,2012,,380250,,
5,5,2012,,377750,,
5,12,2012,,375750,,
5,19,2012,,372250,,
5,26,2012,,374500,,
6,2,2012,,374750,,
6,9,2012,,378250,,
6,16,2012,,381500,,
6,23,2012,,381500,,
6,30,2012,,380000,,
7,7,2012,,373750,,
7,14,2012,,375000,,
7,21,2012,,372000,,
7,28,2012,,372250,,
8,4,2012,,375750,,
8,11,2012,,370750,,
8,18,2012,,372750,,
8,25,2012,,374000,,
9,1,2012,,373750,,
9,8,2012,,380000,,
9,15,2012,,383750,,
9,22,2012,,383750,,
9,29,2012,,384750,,
10,6,2012,,373500,,
10,13,2012,,372000,,
10,20,2012,,371500,,
10,27,2012,,368750,,
11,3,2012,,373250,,
11,10,2012,,387500,,
11,17,2012,,395250,,
11,24,2012,,401500,,
12,1,2012,,404000,,
12,8,2012,,378000,,
12,15,2012,,366250,,
12,22,2012,,360000,,
12,29,2012,,356000,,
1,5,2013,,363750,,
1,12,2013,,358750,,
1,19,2013,,353000,,
1,26,2013,,354000,,
2,2,2013,,351500,,
2,9,2013,,351750,,
2,16,2013,,356750,,
2,23,2013,,349500,,
3,2,2013,,343750,,
3,9,2013,,343500,,
3,16,2013,,338000,,
3,23,2013,,344000,,
3,30,2013,,353250,,
4,6,2013,,357500,,
4,13,2013,,360000,,
4,20,2013,,355250,,
4,27,2013,,344000,,
5,4,2013,,339250,,
5,11,2013,,342000,,
5,18,2013,,342250,,
5,25,2013,,348250,,
6,1,2013,,350750,,
6,8,2013,,344750,,
6,15,2013,,347750,,
6,22,2013,,346000,,
6,29,2013,,344250,,
7,6,2013,,348000,,
7,13,2013,,344500,,
7,20,2013,,347250,,
7,27,2013,,345500,,
8,3,2013,,343250,,
8,10,2013,,339500,,
8,17,2013,,335500,,
8,24,2013,,336250,,
8,31,2013,,332000,,
9,7,2013,,326750,,
9,14,2013,,323000,,
9,21,2013,,318250,,
9,28,2013,,316750,,
10,5,2013,,333250,,
10,12,2013,,343500,,
10,19,2013,,352500,,
10,26,2013,,359500,,
11,2,2013,,353250,,
11,9,2013,,346000,,
11,16,2013,,341000,,
11,23,2013,,333250,,
11,30,2013,,326250,,
12,7,2013,,329750,,
12,14,2013,,339000,,
12,21,2013,,344500,,
12,28,2013,,349000,,
1,4,2014,,342750,,
1,11,2014,,328750,,
1,18,2014,,325750,,
1,25,2014,,328000,,
2,1,2014,,329250,,
2,8,2014,,333250,,
2,15,2014,,334250,,
2,22,2014,,331500,,
3,1,2014,,327500,,
3,8,2014,,324750,,
3,15,2014,,321750,,
3,22,2014,,317250,,
3,29,2014,,320750,,
4,5,2014,,318000,,
4,12,2014,,314000,,
4,19,2014,,316750,,
4,26,2014,,319500,,
5,3,2014,,324000,,
5,10,2014,,324500,,
5,17,2014,,324250,,
5,24,2014,,315250,,
5,31,2014,,312250,,
6,7,2014,,315000,,
6,14,2014,,312750,,
6,21,2014,,315000,,
6,28,2014,,314250,,
7,5,2014,,310750,,
7,12,2014,,307250,,
7,19,2014,,302500,,
7,26,2014,,300500,,
8,2,2014,,299750,,
8,9,2014,,301000,,
8,16,2014,,303000,,
8,23,2014,,302000,,
8,30,2014,,303250,,
9,6,2014,,304250,,
9,13,2014,,301500,,
9,20,2014,,301000,,
9,27,2014,,298000,,
10,4,2014,,293500,,
10,11,2014,,290000,,
10,18,2014,,288500,,
10,25,2014,,288250,,
11,1,2014,,285750,,
11,8,2014,,288500,,
11,15,2014,,289500,,
11,22,2014,,293500,,
11,29,2014,,297500,,
12,6,2014,,297000,,
12,13,2014,,296000,,
12,20,2014,,289500,,
12,27,2014,,287500,,
1,3,2015,,290000,,
1,10,2015,,292500,,
1,17,2015,,297000,,
1,24,2015,,290750,,
1,31,2015,,287500,,
2,7,2015,,284750,,
2,14,2015,,280750,,
2,21,2015,,288250,,
2,28,2015,,294750,,
3,7,2015,,294500,,
3,14,2015,,295500,,
3,21,2015,,292750,,
3,28,2015,,282250,,
4,4,2015,,280000,,
4,11,2015,,280500,,
4,18,2015,,281500,,
4,25,2015,,281000,,
5,2,2015,,277750,,
5,9,2015,,273750,,
5,16,2015,,270500,,
5,23,2015,,274250,,
5,30,2015,,276750,,
6,6,2015,,277750,,
6,13,2015,,276500,,
6,20,2015,,274250,,
6,27,2015,,275000,,
7,4,2015,,278500,,
7,11,2015,,280250,,
7,18,2015,,278000,,
7,25,2015,,275250,,
8,1,2015,,271000,,
8,8,2015,,269750,,
8,15,2015,,273500,,
8,22,2015,,274250,,
8,29,2015,,276000,,
9,5,2015,,276500,,
9,12,2015,,274250,,
9,19,2015,,274000,,
9,26,2015,,273000,,
10,3,2015,,271000,,
10,10,2015,,269250,,
10,17,2015,,267750,,
10,24,2015,,264750,,
10,31,2015,,267500,,
11,7,2015,,271000,,
11,14,2015,,273500,,
11,21,2015,,273250,,
11,28,2015,,272250,,
12,5,2015,,273000,,
12,12,2015,,273000,,
12,19,2015,,274250,,
12,26,2015,,277000,,
1,2,2016,,276500,,
1,9,2016,,277750,,
1,16,2016,,283250,,
1,23,2016,,280750,,
1,30,2016,,283000,,
2,6,2016,,277750,,
2,13,2016,,270000,,
2,20,2016,,267250,,
2,27,2016,,261250,,
3,5,2016,,259750,,
3,12,2016,,259500,,
3,19,2016,,259750,,
3,26,2016,,263250,,
4,2,2016,,266500,,
4,9,2016,,265000,,
4,16,2016,,260750,,
4,23,2016,,256000,,
4,30,2016,,258000,,
5,7,2016,,268250,,
5,14,2016,,275750,,
5,21,2016,,278500,,
5,28,2016,,277000,,
6,4,2016,,269500,,
6,11,2016,,269250,,
6,18,2016,,266750,,
6,25,2016,,267250,,
7,2,2016,,264750,,
7,9,2016,,259000,,
7,16,2016,,257500,,
7,23,2016,,256500,,
7,30,2016,,259750,,
8,6,2016,,262750,,
8,13,2016,,265250,,
8,20,2016,,264000,,
8,27,2016,,263000,,
9,3,2016,,261250,,
9,10,2016,,260750,,
9,17,2016,,258250,,
9,24,2016,,256000,,
10,1,2016,,252750,,
10,8,2016,,249500,,
10,15,2016,,252000,,
10,22,2016,,253000,,
10,29,2016,,257750,,
